state,year,abortionratetotal,unemployment_rate,data.rates.violent.all,gdp,policy_score,sex_and_age_18_to_24_years,sex_and_age_25_to_34_years,sex_and_age_35_to_44_years,sex_and_age_45_to_54_years,sex_and_age_male,sex_and_age_female,educational_attainment_high_school_graduate_or_higher,educational_attainment_bachelors_degree_or_higher,income_in_the_past_12_months_in_2010_inflation_adjusted_dollars_median_household_income_dollars,total_number_of_races_reported_one_race,total_number_of_races_reported_two_races,total_number_of_races_reported_three_races
AL,1988,21.3,7.3,558.6,,-3.0,,,,,,,,,,,,
AL,1992,18.4,7.5,871.7,,-3.0,,,,,,,,,,,,
AL,1996,15.3,5.2,565.4,,-3.0,,,,,,,,,,,,
AL,2000,13.5,4.7,486.2,120522.6,-3.0,,,,,,,,,,,,
AL,2005,11.4,4.5,433.0,158677.3,-3.0,,,,,,,,,,,,
AL,2006,11.5,4.0,425.2,166048.2,-3.0,,,,,,,,,,,,
AL,2007,11.6,4.1,448.9,172247.0,-3.0,,,,,,,,,,,,
AL,2008,11.5,5.9,452.8,174665.6,-3.0,,,,,,,,,,,,
AL,2009,10.9,9.7,450.1,170876.5,-3.0,,,,,,,,,,,,
AL,2010,10.4,10.4,383.7,177510.7,-3.0,10.2,12.6,13.0,14.4,48.5,51.5,82.1,21.9,40474.0,98.6,1.3,0.1
AL,2011,10.0,9.6,419.8,182896.7,-3.0,10.1,12.7,12.8,14.3,48.4,51.6,82.7,22.3,,98.7,1.3,0.1
AL,2012,9.3,8.2,449.9,188280.7,-3.0,10.1,12.6,12.8,13.9,48.5,51.5,84.0,23.3,,98.4,1.5,0.1
AL,2013,8.6,7.4,430.8,193981.5,-3.0,10.3,12.7,12.6,13.7,,,84.5,23.5,,,,
AL,2014,8.7,6.8,427.4,197064.4,-3.0,10.0,12.7,12.6,13.4,,,84.7,23.5,,,,
AL,2015,8.5,6.1,472.4,203113.3,-3.0,9.6,12.9,12.6,13.3,,,84.9,24.2,,,,
AL,2016,8.3,5.8,532.3,208824.3,-3.0,9.5,12.9,12.3,13.3,,,85.1,24.7,,,,
AL,2017,8.1,4.5,524.2,216615.5,-3.0,9.7,12.9,12.2,12.9,,,86.5,25.5,,,,
AL,2018,8.2,3.9,519.6,226263.8,-3.0,,,,,,,,,,,,
AL,2019,8.4,3.2,510.8,234798.2,-3.0,,,,,,,,,,,,
AL,2020,9.5,6.4,,235859.0,-3.0,,,,,,,,,,,,
AK,1988,19.8,8.8,522.8,,2.0,,,,,,,,,,,,
AK,1992,19.5,8.9,660.5,,2.0,,,,,,,,,,,,
AK,1996,16.0,7.5,727.7,,2.0,,,,,,,,,,,,
AK,2000,13.5,6.3,566.9,26934.0,2.0,,,,,,,,,,,,
AK,2005,15.0,6.9,632.0,40459.9,2.0,,,,,,,,,,,,
AK,2006,14.5,6.6,688.0,44951.7,2.0,,,,,,,,,,,,
AK,2007,14.1,6.2,661.3,49456.4,2.0,,,,,,,,,,,,
AK,2008,13.9,6.5,652.1,55246.7,2.0,,,,,,,,,,,,
AK,2009,14.3,7.8,633.4,50165.9,2.0,,,,,,,,,,,,
AK,2010,14.7,8.0,635.3,53654.0,2.0,10.5,14.5,13.1,15.7,52.2,47.8,91.0,27.9,64576.0,93.0,6.3,0.7
AK,2011,14.0,7.6,610.1,56912.3,2.0,10.7,14.7,12.9,14.9,51.6,48.4,91.8,26.4,,91.7,7.9,0.4
AK,2012,12.9,7.1,603.2,58320.7,2.0,10.9,14.9,13.1,14.2,52.1,47.9,92.0,28.0,,92.0,7.2,0.7
AK,2013,11.8,6.9,640.4,57533.0,2.0,11.4,15.5,12.2,13.8,,,91.6,28.0,,,,
AK,2014,11.1,6.7,635.8,56587.4,2.0,11.5,15.4,12.6,13.1,,,92.9,28.0,,,,
AK,2015,10.5,6.3,730.2,51574.2,2.0,11.2,16.1,12.4,12.6,,,92.6,29.7,,,,
AK,2016,9.8,6.6,804.2,51121.8,2.0,10.2,16.4,12.5,12.6,,,93.1,29.6,,,,
AK,2017,9.7,6.6,829.0,53550.9,2.0,9.9,16.0,13.1,12.0,,,91.7,28.8,,,,
AK,2018,9.8,6.1,885.0,54762.0,2.0,,,,,,,,,,,,
AK,2019,10.0,5.6,867.1,54549.6,2.0,,,,,,,,,,,,
AK,2020,9.2,8.3,,51861.7,2.0,,,,,,,,,,,,
AZ,1988,27.0,6.4,610.1,,-2.0,,,,,,,,,,,,
AZ,1992,24.2,7.6,670.8,,-2.0,,,,,,,,,,,,
AZ,1996,20.0,5.5,631.5,,-2.0,,,,,,,,,,,,
AZ,2000,16.9,4.0,531.7,165735.6,-2.0,,,,,,,,,,,,
AZ,2005,16.5,4.6,512.0,227997.8,-2.0,,,,,,,,,,,,
AZ,2006,15.4,4.3,542.6,246061.1,-2.0,,,,,,,,,,,,
AZ,2007,14.4,3.7,518.0,261152.8,-2.0,,,,,,,,,,,,
AZ,2008,15.7,5.8,485.6,261005.8,-2.0,,,,,,,,,,,,
AZ,2009,13.8,9.7,426.5,244862.2,-2.0,,,,,,,,,,,,
AZ,2010,12.0,10.4,413.6,250527.0,-2.0,9.9,13.4,12.8,13.2,49.7,50.3,85.6,25.9,46789.0,97.4,2.5,0.1
AZ,2011,12.8,9.5,414.2,261691.4,-2.0,10.0,13.4,12.7,13.0,49.8,50.2,85.7,26.6,,97.0,2.8,0.2
AZ,2012,11.7,8.4,428.9,272703.3,-2.0,10.0,13.4,12.7,12.8,49.8,50.2,85.7,27.3,,97.1,2.7,0.2
AZ,2013,10.6,7.8,416.5,278679.5,-2.0,10.0,13.3,12.6,12.6,,,85.9,27.4,,,,
AZ,2014,10.1,6.8,399.9,286676.0,-2.0,10.0,13.3,12.5,12.4,,,86.1,27.6,,,,
AZ,2015,10.3,6.1,410.2,298942.2,-2.0,9.8,13.4,12.4,12.3,,,86.1,27.7,,,,
AZ,2016,10.5,5.5,470.1,313787.1,-2.0,9.7,13.4,12.3,12.2,,,86.7,28.9,,,,
AZ,2017,9.8,5.0,508.0,333099.0,-2.0,9.6,13.6,12.2,12.1,,,87.2,29.4,,,,
AZ,2018,9.8,4.8,474.9,353671.0,-2.0,,,,,,,,,,,,
AZ,2019,9.7,4.8,455.3,375376.7,-2.0,,,,,,,,,,,,
AZ,2020,9.7,7.8,,390503.2,-2.0,,,,,,,,,,,,
AR,1988,15.0,7.7,422.7,,-3.0,,,,,,,,,,,,
AR,1992,16.4,7.0,576.5,,-3.0,,,,,,,,,,,,
AR,1996,12.1,5.2,524.3,,-3.0,,,,,,,,,,,,
AR,2000,10.4,4.2,445.3,69176.3,-3.0,,,,,,,,,,,,
AR,2005,9.2,5.3,528.0,91133.4,-3.0,,,,,,,,,,,,
AR,2006,9.6,5.2,552.8,96073.7,-3.0,,,,,,,,,,,,
AR,2007,10.0,5.4,537.1,98325.0,-3.0,,,,,,,,,,,,
AR,2008,10.0,5.4,513.0,100206.7,-3.0,,,,,,,,,,,,
AR,2009,9.9,7.7,515.8,97783.9,-3.0,,,,,,,,,,,,
AR,2010,9.6,7.8,503.5,101699.3,-3.0,10.0,12.6,12.7,13.9,49.0,51.0,82.9,19.5,38307.0,98.3,1.6,0.1
AR,2011,9.1,7.9,482.3,105697.6,-3.0,9.6,13.0,12.4,13.7,49.3,50.7,83.8,20.3,,98.1,1.9,0.1
AR,2012,8.7,7.2,469.1,108836.0,-3.0,9.8,12.9,12.5,13.4,49.1,50.9,84.8,21.0,,98.0,1.8,0.1
AR,2013,8.3,7.0,460.3,114021.1,-3.0,9.7,13.0,12.4,13.1,,,84.4,20.6,,,,
AR,2014,7.5,5.9,480.1,117388.7,-3.0,9.8,12.8,12.6,12.8,,,85.3,21.4,,,,
AR,2015,6.8,5.0,521.3,118573.6,-3.0,9.6,12.9,12.3,12.9,,,85.4,21.8,,,,
AR,2016,6.2,4.0,550.9,120987.4,-3.0,9.7,12.8,12.2,12.7,,,86.0,22.4,,,,
AR,2017,6.5,3.7,554.9,123882.6,-3.0,9.6,12.7,12.3,12.5,,,86.7,23.4,,,,
AR,2018,6.4,3.6,543.6,129213.8,-3.0,,,,,,,,,,,,
AR,2019,6.3,3.5,584.6,132625.8,-3.0,,,,,,,,,,,,
AR,2020,7.8,6.1,,136145.9,-3.0,,,,,,,,,,,,
CA,1988,44.9,5.3,929.8,,4.0,,,,,,,,,,,,
CA,1992,41.7,9.4,1119.7,,4.0,,,,,,,,,,,,
CA,1996,32.9,7.3,862.7,,4.0,,,,,,,,,,,,
CA,2000,31.1,4.9,621.6,1354791.3,4.0,,,,,,,,,,,,
CA,2005,26.5,5.4,526.0,1698858.4,4.0,,,,,,,,,,,,
CA,2006,27.4,4.9,533.5,1812161.6,4.0,,,,,,,,,,,,
CA,2007,28.3,5.3,524.1,1900220.4,4.0,,,,,,,,,,,,
CA,2008,27.1,7.3,504.2,1946241.5,4.0,,,,,,,,,,,,
CA,2009,25.6,11.5,473.3,1879809.5,4.0,,,,,,,,,,,,
CA,2010,24.0,12.3,439.6,1938603.3,4.0,10.6,14.3,13.9,14.0,49.7,50.3,80.7,30.1,57708.0,95.8,3.8,0.3
CA,2011,22.4,11.7,411.2,2014050.3,4.0,10.6,14.3,13.7,13.9,49.7,50.3,81.1,30.3,,95.8,3.9,0.3
CA,2012,21.4,10.4,423.1,2108873.1,4.0,10.6,14.4,13.6,13.7,49.7,50.3,81.5,30.9,,95.6,4.0,0.3
CA,2013,20.5,9.0,402.1,2223300.9,4.0,10.5,14.6,13.5,13.6,,,81.7,31.0,,,,
CA,2014,19.5,7.6,396.1,2342218.8,4.0,10.3,14.7,13.4,13.5,,,82.1,31.7,,,,
CA,2015,18.4,6.2,426.3,2487156.4,4.0,10.1,14.9,13.3,13.4,,,82.2,32.3,,,,
CA,2016,17.3,5.5,445.3,2586485.2,4.0,9.8,15.0,13.2,13.2,,,82.4,32.9,,,,
CA,2017,16.3,4.8,449.3,2740550.3,4.0,9.6,15.2,13.2,13.1,,,83.3,33.6,,,,
CA,2018,17.3,4.3,447.4,2899530.9,4.0,,,,,,,,,,,,
CA,2019,18.4,4.1,441.2,3068629.7,4.0,,,,,,,,,,,,
CA,2020,19.0,10.1,,3072927.6,4.0,,,,,,,,,,,,
CO,1988,21.6,6.4,472.6,,0.0,,,,,,,,,,,,
CO,1992,21.9,6.1,578.8,,0.0,,,,,,,,,,,,
CO,1996,18.1,4.2,404.5,,0.0,,,,,,,,,,,,
CO,2000,13.3,2.7,334.0,179303.3,0.0,,,,,,,,,,,,
CO,2005,14.9,5.1,397.0,220803.8,0.0,,,,,,,,,,,,
CO,2006,15.0,4.2,395.4,232853.6,0.0,,,,,,,,,,,,
CO,2007,15.1,3.7,351.8,248571.6,0.0,,,,,,,,,,,,
CO,2008,14.7,4.8,353.9,257606.1,0.0,,,,,,,,,,,,
CO,2009,14.0,8.0,338.8,249817.1,0.0,,,,,,,,,,,,
CO,2010,13.4,9.2,323.7,256771.8,0.0,9.8,14.4,13.9,14.7,50.1,49.9,89.7,36.4,54046.0,96.6,3.0,0.3
CO,2011,12.6,8.7,314.4,266114.1,0.0,9.8,14.6,13.9,14.2,50.2,49.8,90.2,36.7,,96.6,3.1,0.3
CO,2012,11.7,8.0,308.9,274738.8,0.0,9.9,14.6,13.7,14.0,50.1,49.9,90.6,37.5,,96.7,3.1,0.2
CO,2013,10.9,6.7,308.0,291265.3,0.0,9.7,14.7,13.7,13.6,,,90.5,37.8,,,,
CO,2014,10.8,5.0,309.1,309223.9,0.0,9.8,14.9,13.5,13.3,,,90.5,38.3,,,,
CO,2015,10.3,3.7,321.0,320895.9,0.0,9.7,15.2,13.5,13.0,,,91.2,39.2,,,,
CO,2016,9.8,3.1,342.6,330565.9,0.0,9.6,15.1,13.5,13.0,,,91.4,39.9,,,,
CO,2017,9.7,2.6,368.1,350209.1,0.0,9.3,15.5,13.6,12.7,,,91.6,41.2,,,,
CO,2018,9.6,3.0,397.2,373923.1,0.0,,,,,,,,,,,,
CO,2019,9.6,2.7,381.0,397843.6,0.0,,,,,,,,,,,,
CO,2020,9.9,6.8,,396981.1,0.0,,,,,,,,,,,,
CT,1988,31.0,2.9,455.4,,2.0,,,,,,,,,,,,
CT,1992,26.5,7.3,495.3,,2.0,,,,,,,,,,,,
CT,1996,22.4,5.2,412.0,,2.0,,,,,,,,,,,,
CT,2000,21.4,2.1,324.7,165523.4,2.0,,,,,,,,,,,,
CT,2005,24.4,4.9,273.0,204504.6,2.0,,,,,,,,,,,,
CT,2006,24.9,4.4,299.7,219812.2,2.0,,,,,,,,,,,,
CT,2007,25.3,4.5,301.1,232626.8,2.0,,,,,,,,,,,,
CT,2008,24.6,5.6,306.7,236110.7,2.0,,,,,,,,,,,,
CT,2009,23.5,8.3,300.9,231628.0,2.0,,,,,,,,,,,,
CT,2010,22.4,9.5,282.0,234022.2,2.0,9.2,11.8,13.5,16.1,48.6,51.4,88.6,35.5,64032.0,97.5,2.3,0.2
CT,2011,21.2,9.0,275.7,233058.7,2.0,9.3,12.0,13.0,16.0,48.7,51.3,89.1,36.2,,97.5,2.3,0.2
CT,2012,20.2,8.4,283.0,239907.5,2.0,9.5,12.0,12.8,15.8,48.7,51.3,89.9,37.1,,97.4,2.4,0.2
CT,2013,19.5,7.9,262.5,240549.2,2.0,9.6,12.2,12.5,15.5,,,89.7,37.2,,,,
CT,2014,19.5,6.6,236.9,247114.7,2.0,9.7,12.2,12.3,15.3,,,90.1,38.0,,,,
CT,2015,18.9,5.6,218.5,260648.5,2.0,9.8,12.3,12.0,15.0,,,90.2,38.3,,,,
CT,2016,18.2,4.9,227.1,264760.4,2.0,10.0,12.2,11.9,14.7,,,90.5,38.6,,,,
CT,2017,17.8,4.4,228.0,273875.1,2.0,9.8,12.4,11.7,14.4,,,90.4,38.7,,,,
CT,2018,17.8,3.9,207.4,280535.4,2.0,,,,,,,,,,,,
CT,2019,17.7,3.6,183.6,286451.9,2.0,,,,,,,,,,,,
CT,2020,17.1,8.0,,278747.9,2.0,,,,,,,,,,,,
DE,1988,28.9,3.0,451.7,,-2.0,,,,,,,,,,,,
DE,1992,28.1,5.5,621.2,,-2.0,,,,,,,,,,,,
DE,1996,17.4,5.2,668.3,,-2.0,,,,,,,,,,,,
DE,2000,22.5,3.4,684.4,43559.6,-2.0,,,,,,,,,,,,
DE,2005,23.2,4.1,633.0,52048.6,-2.0,,,,,,,,,,,,
DE,2006,27.9,3.6,701.0,55567.7,-2.0,,,,,,,,,,,,
DE,2007,32.5,3.4,705.4,56705.6,-2.0,,,,,,,,,,,,
DE,2008,31.4,4.8,708.6,55250.8,-2.0,,,,,,,,,,,,
DE,2009,30.7,8.2,645.4,57729.9,-2.0,,,,,,,,,,,,
DE,2010,30.0,8.3,623.3,58132.2,-2.0,10.3,12.3,12.9,14.8,48.5,51.5,87.7,27.8,55847.0,97.4,2.5,0.1
DE,2011,26.2,7.4,566.4,61379.4,-2.0,10.1,12.6,12.6,14.7,48.5,51.5,87.0,28.8,,97.3,2.5,0.1
DE,2012,22.4,7.0,547.4,62342.1,-2.0,10.2,12.4,12.2,14.6,48.5,51.5,88.5,29.5,,97.4,2.4,0.2
DE,2013,18.6,6.5,491.4,62058.2,-2.0,10.0,12.9,12.1,14.1,,,88.3,29.8,,,,
DE,2014,17.8,5.6,489.1,68606.0,-2.0,9.8,13.0,11.9,13.7,,,89.0,30.6,,,,
DE,2015,16.9,4.8,499.0,72352.5,-2.0,9.4,13.1,11.7,13.7,,,88.9,30.9,,,,
DE,2016,16.1,4.5,508.8,70021.5,-2.0,9.0,13.5,11.6,13.2,,,89.3,31.0,,,,
DE,2017,15.6,4.4,453.4,69555.6,-2.0,8.7,13.6,11.5,12.9,,,90.6,31.5,,,,
DE,2018,16.4,3.7,423.6,73376.0,-2.0,,,,,,,,,,,,
DE,2019,17.1,3.6,422.6,78710.5,-2.0,,,,,,,,,,,,
DE,2020,15.8,7.5,,77757.2,-2.0,,,,,,,,,,,,
DC,1988,79.3,5.0,1921.6,,,,,,,,,,,,,,
DC,1992,68.9,8.6,2832.8,,,,,,,,,,,,,,
DC,1996,38.1,8.4,2469.8,,,,,,,,,,,,,,
DC,2000,40.0,5.7,1507.9,61267.7,,,,,,,,,,,,,
DC,2005,44.4,6.5,1380.0,85414.5,,,,,,,,,,,,,
DC,2006,40.1,5.8,1508.4,88350.9,,,,,,,,,,,,,
DC,2007,36.2,5.5,1415.1,94013.8,,,,,,,,,,,,,
DC,2008,38.4,6.5,1437.7,99240.4,,,,,,,,,,,,,
DC,2009,31.6,9.6,1348.9,100430.1,,,,,,,,,,,,,
DC,2010,24.9,9.8,1326.8,106128.6,,14.3,20.9,13.5,12.5,47.3,52.7,87.4,50.1,60903.0,98.0,1.7,0.2
DC,2011,20.3,10.1,1200.8,109953.9,,13.6,21.6,13.4,12.2,47.3,52.7,87.2,52.5,,97.9,1.7,0.3
DC,2012,20.8,8.9,1243.7,112512.7,,13.2,22.0,13.5,12.0,47.3,52.7,88.6,53.0,,97.5,2.3,0.2
DC,2013,21.3,8.4,1300.3,114832.7,,12.7,22.4,13.9,11.8,,,90.1,55.1,,,,
DC,2014,21.3,7.7,1244.4,119998.0,,12.2,22.8,14.1,11.7,,,90.2,55.0,,,,
DC,2015,18.3,6.9,1269.1,124753.6,,12.1,22.7,14.3,11.5,,,89.8,56.7,,,,
DC,2016,15.5,6.2,1205.9,129933.5,,11.8,22.7,14.5,11.4,,,90.5,56.8,,,,
DC,2017,21.0,6.1,1004.9,134298.8,,10.8,23.4,14.7,11.0,,,90.2,57.3,,,,
DC,2018,24.4,5.7,995.9,141240.2,,,,,,,,,,,,,
DC,2019,26.3,5.5,1049.0,145071.4,,,,,,,,,,,,,
DC,2020,26.1,8.0,,146854.6,,,,,,,,,,,,,
FL,1988,28.3,5.2,1117.7,,-1.0,,,,,,,,,,,,
FL,1992,26.8,8.4,1207.2,,-1.0,,,,,,,,,,,,
FL,1996,29.4,5.3,1051.0,,-1.0,,,,,,,,,,,,
FL,2000,29.7,3.7,812.0,490094.4,-1.0,,,,,,,,,,,,
FL,2005,24.3,3.7,709.0,704890.3,-1.0,,,,,,,,,,,,
FL,2006,24.4,3.3,716.4,749925.0,-1.0,,,,,,,,,,,,
FL,2007,24.8,4.0,722.6,781947.3,-1.0,,,,,,,,,,,,
FL,2008,24.1,6.3,688.9,767357.8,-1.0,,,,,,,,,,,,
FL,2009,23.6,10.2,612.5,739322.4,-1.0,,,,,,,,,,,,
FL,2010,23.0,11.3,541.3,752998.4,-1.0,9.4,12.1,12.9,14.5,48.9,51.1,85.5,25.8,44409.0,97.8,2.0,0.1
FL,2011,22.3,10.2,514.6,761043.1,-1.0,9.4,12.2,12.6,14.4,48.9,51.1,85.9,25.8,,97.8,2.1,0.1
FL,2012,21.2,8.7,487.1,784545.9,-1.0,9.4,12.3,12.5,14.2,48.9,51.1,86.5,26.8,,97.6,2.2,0.2
FL,2013,20.2,7.5,470.4,819679.8,-1.0,9.2,12.5,12.3,13.9,,,86.8,27.2,,,,
FL,2014,19.7,6.5,540.5,860112.6,-1.0,9.0,12.6,12.2,13.7,,,87.2,27.3,,,,
FL,2015,18.6,5.5,461.9,918464.3,-1.0,8.8,12.8,12.2,13.5,,,87.6,28.4,,,,
FL,2016,17.5,4.9,430.3,964500.8,-1.0,8.6,12.9,12.0,13.4,,,87.4,28.6,,,,
FL,2017,17.9,4.3,408.0,1014866.9,-1.0,8.4,12.9,12.1,13.2,,,88.4,29.7,,,,
FL,2018,18.0,3.6,384.9,1072085.6,-1.0,,,,,,,,,,,,
FL,2019,18.1,3.2,378.4,1133718.0,-1.0,,,,,,,,,,,,
FL,2020,18.8,8.0,,1144653.2,-1.0,,,,,,,,,,,,
GA,1988,22.2,5.6,665.3,,-3.0,,,,,,,,,,,,
GA,1992,23.9,6.7,733.2,,-3.0,,,,,,,,,,,,
GA,1996,19.6,4.6,638.7,,-3.0,,,,,,,,,,,,
GA,2000,16.9,3.5,504.7,305323.7,-3.0,,,,,,,,,,,,
GA,2005,16.1,5.3,446.0,388707.2,-3.0,,,,,,,,,,,,
GA,2006,16.1,4.7,477.9,405664.2,-3.0,,,,,,,,,,,,
GA,2007,16.4,4.6,491.5,419384.8,-3.0,,,,,,,,,,,,
GA,2008,19.0,6.4,488.9,416303.5,-3.0,,,,,,,,,,,,
GA,2009,18.0,9.9,428.0,409876.2,-3.0,,,,,,,,,,,,
GA,2010,16.9,10.4,402.3,419013.1,-3.0,10.1,13.6,14.5,14.3,48.8,51.2,84.3,27.3,46430.0,98.2,1.7,0.1
GA,2011,16.6,10.0,374.6,433137.1,-3.0,10.4,13.5,14.3,14.2,49.0,51.0,84.3,27.6,,98.1,1.8,0.1
GA,2012,16.1,9.0,378.9,449375.6,-3.0,10.3,13.6,14.0,14.0,48.9,51.1,85.0,28.2,,98.0,1.9,0.1
GA,2013,15.6,8.1,365.7,467559.5,-3.0,10.3,13.5,13.9,13.9,,,85.5,28.3,,,,
GA,2014,14.8,7.1,377.3,493370.3,-3.0,10.2,13.6,13.7,13.8,,,85.6,29.1,,,,
GA,2015,15.0,6.1,378.3,525516.8,-3.0,10.1,13.5,13.6,13.7,,,86.1,29.9,,,,
GA,2016,15.2,5.4,397.6,554903.2,-3.0,9.8,13.6,13.4,13.6,,,86.4,30.5,,,,
GA,2017,15.2,4.8,357.2,583543.3,-3.0,9.8,13.6,13.3,13.6,,,87.0,30.9,,,,
GA,2018,15.4,4.0,326.6,612803.4,-3.0,,,,,,,,,,,,
GA,2019,15.8,3.6,340.7,646695.8,-3.0,,,,,,,,,,,,
GA,2020,16.6,6.5,,638488.3,-3.0,,,,,,,,,,,,
HI,1988,43.6,3.1,257.1,,2.0,,,,,,,,,,,,
HI,1992,46.0,4.1,258.4,,2.0,,,,,,,,,,,,
HI,1996,26.5,5.9,280.6,,2.0,,,,,,,,,,,,
HI,2000,22.2,4.2,243.8,41089.4,2.0,,,,,,,,,,,,
HI,2005,20.6,2.8,256.0,57211.8,2.0,,,,,,,,,,,,
HI,2006,21.0,2.5,280.7,60848.0,2.0,,,,,,,,,,,,
HI,2007,21.8,2.8,276.1,64106.0,2.0,,,,,,,,,,,,
HI,2008,21.7,4.1,272.5,65545.5,2.0,,,,,,,,,,,,
HI,2009,21.4,6.5,274.1,64464.3,2.0,,,,,,,,,,,,
HI,2010,21.0,6.7,264.3,66739.3,2.0,9.8,13.3,12.9,14.3,50.2,49.8,89.9,29.5,63030.0,76.2,15.2,7.4
HI,2011,20.9,6.7,251.4,68801.1,2.0,9.5,14.0,12.8,13.7,50.1,49.9,90.6,29.1,,75.9,15.2,8.1
HI,2012,18.4,5.8,239.2,71645.6,2.0,9.9,14.3,12.6,13.3,50.4,49.6,90.4,30.1,,76.7,14.7,7.8
HI,2013,15.9,4.7,251.6,74598.5,2.0,9.8,14.5,12.6,12.8,,,91.0,31.2,,,,
HI,2014,14.0,4.2,259.2,77043.0,2.0,9.6,14.9,12.4,12.6,,,91.7,31.0,,,,
